,full_text,startYear,averageRating,numVotes,writers,directors,actors
3635, Action Adventure Animation Laika Entertainment Focus Features japan samurai magic forgiveness stop motion storytelling origami feudal japan mother son relationship,2016,7.7,144985, MarcHaimes ChrisButler ShannonTindle, TravisKnight, CharlizeTheron ArtParkinson MatthewMcConaughey RalphFiennes BrendaVaccaro Cary-HiroyukiTagawa MeyrickMurphy GeorgeTakei RooneyMara MinaeNoji
3636, Comedy Drama,2015,6.2,856, MichelLeclerc BayaKasmi JonathanCoe, MichelLeclerc, Jean-PierreBacri IsabelleGélinas VimalaPons ChristianBouillette VincentLacoste FélixMoati CaroleFranck JeanneCherhal MathieuAmalric ValeriaGolino
3637, Action Animation Sci-Fi Production I.G Studio Lagurus cyberpunk anime,2015,6.6,4333, ShirowMasamune TowUbukata, KazuyaNomura KazuchikaKise, MaayaSakamoto Ken'ichirôMatsuda IkkyûJaku KazuyaNakai KenjiNojima MayumiAsano MegumiHan MiyukiSawashiro Mugihito Naoto
3638, Action Comedy Horror Circle of Confusion Royal Viking Entertainment quarantine police s.w.a.t. scissors office cocaine business consultant outbreak murder zombie drugs fired from the job virus,2017,6.4,28782, MatiasCaruso, JoeLynch, StevenYeun SamaraWeaving StevenBrand CarolineChikezie KerryFox DallasRoberts MarkFrost ClaireDellamar AndréEriksen NikolaKent
3639, Comedy Drama Family Topsail Entertainment ESP-62 Producciones love child cancer personal growth healing gift,2016,6.4,9313, PacoArango, PacoArango, OliverJackson-Cohen JonathanPryce CamillaLuddington JorgeGarcia BatmantheDog AdrianG.Griffiths KaitlynBernard DavidRossetti VictoriaGillan BrianDowney
3640, Comedy Drama ZDF/Arte Plattform Produktion ARTE France Cinéma Coproduction Office Det Danske Filminstitut Essential Filmproduktion Imperative Entertainment Minorordningen Svenska Filminstitutet SVT Film i Väst Nordisk Film & TV Fond Société Parisienne de Production DR Alamode Film TriArt Film Piano satire theft installation town square shame art museum altruism father daughter relationship,2017,7.1,81794, RubenÖstlund, RubenÖstlund, ClaesBang ElisabethMoss DominicWest TerryNotary ChristopherLæssø LiseStephensonEngström LilianneMardon MarinaSchiptjenko AnnicaLiljeblad ElijandroEdouard
3641, Comedy Drama Sport Treasure Entertainment high school boarding school homophobia roommates male friendship rugby male homosexuality ireland lgbt gay theme arrogant,2016,7.0,18293, JohnButler, JohnButler, FionnO'Shea ArdalO'Hanlon AmyHuberman RuairiO'Connor DickO'Leary HughO'Conor PatrickMcDonnell IanDowney MarkDoherty MichaelMcElhatton
3642, Comedy Crime Drama Blueprint Pictures Cutting Edge Group Fox Searchlight Pictures Film4 Productions small town suicide police brutality rape missouri dark comedy alcoholism murder arson cancer teenage girl police corruption racism anger billboard guilty conscience molotov cocktail pool hall,2017,8.1,595336, MartinMcDonagh, MartinMcDonagh, FrancesMcDormand WoodyHarrelson SamRockwell CalebLandryJones KerryCondon AlejandroBarrios ClarkePeters DarrellBritt-Gibson AbbieCornish RiyaMayAtwood
3643, Comedy Alyson Richards Productions Lithium Studios,2017,6.4,1313, PatMills, PatMills, MichelleMcLeod BruceGray AnastasiaPhillips ScottThompson DeborahGrover JoanGregson AndyReid AvivaMongillo RomeoCarere JamesFry
3644, Comedy Drama PubRes RTVS Offside Men Česká televize parent child relationship school teacher student relationship,2016,7.2,3959, PetrJarchovský, JanHrebejk, ZuzanaMauréry ZuzanaKonecná CsongorKassai TamaraFischer MartinHavelka ÉvaBandor OliverOswald PeterBebjak RichardLabuda InkaGogálová
3645, Comedy Drama Mystery BondIt Media Capital Goldfinch Hurricane Films,2018,6.3,3545, FrankCottrellBoyce, CarlHunter, BillNighy SamRiley AliceLowe JennyAgutter TimMcInnerny JohnWestley OliverSindcup LouisHealy Ella-GraceGregoire AlanWilliams
3646, Comedy Drama France 2 Cinéma 31 Juin Films Les Films du Parc Le Pacte Cinéfrance hospital doctor,2016,6.5,3472, ThomasLilti BayaKasmi ShérazadeKhalladi, ThomasLilti, FrançoisCluzet MarianneDenicourt ChristopheOdent PatrickDescamps GuyFaucher MargauxFabre JulienLucas YohannGoetzmann JoséeLaprun PhilippeBertin
3647, Biography Comedy Drama Waypoint Entertainment Element Pictures Scarlet Films Film4 Productions Fox Searchlight Pictures great britain queen rivalry rabbit lgbt 18th century cousin relationship duchess palace intrigue aristocracy british monarchy war of the spanish succession drop disease queen anne,2018,7.5,253347, DeborahDavis TonyMcNamara, YorgosLanthimos, OliviaColman EmmaStone RachelWeisz NicholasHoult EmmaDelves FayeDaveney PaulSwaine JenniferWhite Lilly-RoseStevens DeniseMack
3648, Action Animation Drama SHAFT based on novel or book vampire supernatural gore survival ecchi anime based on light novel,2017,7.9,4070, NisioIsin AkiyukiShinbô YukitoKizawa MuneoNakamoto FuyashiTô, YukihiroMiyamoto TatsuyaOishi AkiyukiShinbô, HiroshiKamiya TakahiroSakurai MaayaSakamoto YuiHorie
3649, Comedy Drama Maven Screen Media Flower Films high school transvestite lgbt hate crime woman director homecoming queen,2017,6.5,4724, PatrickJ.Clifton BethRigazio JamesSt.James, TrudieStyler, AlexLawther IanNelson AnnaSophiaRobb CeliaWeston WaldenHudson AbigailBreslin DanielBellomy BetteMidler LarryPine ChristopherDylanWhite
3650, Comedy Family Fantasy Walt Disney Pictures holiday santa claus family relationships family christmas,2019,6.3,29963, MarcLawrence, MarcLawrence, AnnaKendrick ShirleyMacLaine BillHader KingsleyBen-Adir JulieHagerty BillyEichner MaceoSmedley DianaMariaRiva AnthonyKonechny MichaelGross
3651, Adventure Animation Comedy Universal Pictures Illumination Universal Animation Studios new york city friendship villain sequel dog talking animal illumination 3d animation,2019,6.4,76225, BrianLynch KenDaurio CincoPaul, ChrisRenaud JonathandelVal, PattonOswalt KevinHart HarrisonFord EricStonestreet JennySlate TiffanyHaddish LakeBell DanaCarvey BobbyMoynihan HannibalBuress
3652, Adventure Animation Comedy Universal Pictures Illumination 1970s villain sequel spin off duringcreditsstinger supervillain illumination,2022,6.5,102066, MatthewFogel BrianLynch, KyleBalda BradAbleson JonathandelVal, SteveCarell PierreCoffin AlanArkin TarajiP.Henson MichelleYeoh JulieAndrews RussellBrand Jean-ClaudeVanDamme DolphLundgren DannyTrejo
3653, Comedy Drama Nexus Factory,2016,6.5,495, MichelBoujenah AlfredLot PascalRuter, MichelBoujenah, AlixVaillot Jean-StanDuPac CharlesBerling PascalElbé AntoineKhorsand IllanLevi NoahLevi VincentTaloche AudeRuyter MaxGarang-Boulègue
3654, Animation Family 2d3D Animations Gertie Productions Montparnasse productions slavery secret knowldege escape attempt,2015,6.6,84, PaoloBonaldi LaraFremder MichelFuzellier LorenzoOrzari BabakPayami, MichelFuzellier BabakPayami, BrunoSolo YvanLeBolloc'h YvanLeBolloc'h VictorQuilichini JacquesBouanich AudreySablé AudreySablé JuanLlorca JuanLlorca JuanLlorca GauthierBattoue KinzMounier ClaraQuilichini ClaraQuilichini ClaraQuilichini GwenaëlleDavid GwenaëlleDavid GwenaëlleDavid
3655, Animation Comedy Drama Singing Frog Studio small town winter remake tragedy snow dog snowball fight,2015,6.1,1601, NormandCanac-Marquis RogerCantin DanyèlePatenaude PaulRisacher, Jean-FrançoisPouliot FrançoisBrisson, AngelaGaluppo AngelaGaluppo MariloupWolfe LucindaDavis LucindaDavis NicholasSavard-L'Herbier SophieCadieux AnneCasabonne HélèneBourgeoisLeclerc RossLynch CatherineTrudeau GildorRoy
3656," Comedy Drama Romance Ecosse Films SCOPE Pictures Motion Picture Capital friendship london, england widow snob wilderness trial britain widower senior citizen eviction greedy developer land developer",2017,6.1,8218, RobertFestinger, JoelHopkins, JamesNorton DianeKeaton BrendanGleeson AdeelAkhtar LesleyManville AlistairPetrie WillSmith JasonWatkins HughSkinner SimonCallow
3657, Comedy Drama wisconsin alcoholic father milwaukee wisconsin estranged sister baseball game,2020,6.6,536, JasonNaczek, NielsMueller, DavidSullivan BillHeck KristenJohnston CooperJ.Friedman BradenAndersen AndiMatusiak MarkBorchardt FloraCoker DavidA.Ferrie TanyaFischer
3658, Comedy Drama Romance France 2 Cinéma DACP Films Mars Films Auvergne-Rhône-Alpes Cinéma nepal based on true story mountain climbing mount everest proving oneself,2017,6.9,8813, LudovicBernard NadirDendoune OlivierDucray, LudovicBernard, AhmedSylla AliceBelaïdi KévinRazy NicolasWanczycki WalyDia MaïmounaGueye DenisMpunga FadilaBelkebla MoussaMaaskri UmeshTamang
3659, Action Comedy Crime Village Roadshow Pictures Warner Bros. Pictures Larger Than Life Productions Rahway Road Productions Smoke House Pictures new york city heist spin off estranged sister the met gala amused cliché,2018,6.3,257264, GaryRoss OliviaMilch GeorgeClaytonJohnson JackGoldenRussell, GaryRoss, SandraBullock CateBlanchett AnneHathaway MindyKaling GriffinDunne DeidreGoodwin DaniellaRabbani BrianJ.Carter GemmaForbes KatherineHozier-Adams
3660, Comedy Drama Romance Temple Hill Entertainment Fox 2000 Pictures New Leaf Literary & Media 20th Century Fox Twisted Media coming out sexual identity high school based on novel or book sexuality class coming of age bully love teen movie male homosexuality lgbt lgbt teen based on young adult novel gay theme boys' love (bl) appreciative,2018,7.5,132321, BeckyAlbertalli ElizabethBerger IsaacAptaker, GregBerlanti, NickRobinson JenniferGarner JoshDuhamel KatherineLangford AlexandraShipp LoganMiller KeiynanLonsdale JorgeLendeborgJr. TalithaElianaBateman TonyHale
3661, Comedy Drama Romance Sat.1 Warner Bros. Entertainment Germany,2016,6.6,2350, AndreaWillson MalteWelding KarolineHerfurth SophieKluge AnikaDecker SofieCramer, KarolineHerfurth, KarolineHerfurth FriedrichMücke NoraTschirner FrederickLau KatjaRiemann EnissaAmani FriederikeKempter SamuelFinzi UwePreuss CordulaStratmann
3662, Action Adventure Animation Cartoon Saloon Melusine Productions Value&Power Culture Communications Film Fund Luxembourg Screen Ireland Broadcasting Authority of Ireland Haut et Court Canal+ RTÉ OCS Pôle Image Magelis Folivari GKIDS friendship wolf magic fairy tale shapeshifting wolf's lair feral child forest woods female protagonist ireland family folklore werewolf child curious calm healer reflective wolves irish folklore hand drawn animation father daughter relationship mother daughter relationship serene fantasy 1600s enchanted forest admiring adoring comforting compassionate enchant excited gentle,2020,8.0,43462, WillCollins TommMoore RossStewart, TommMoore RossStewart, HonorKneafsey EvaWhittaker SeanBean SimonMcBurney TommyTiernan MariaDoyleKennedy JonKenny JohnMorton NoraTwomey OliverMcGrath
3663, Adventure Animation Comedy Bron Animation Creative Wealth Media Finance Bron Studios,2020,6.4,23026, KrisPearn MarkStanleigh LoisLowry, KrisPearn CoryEvans RobLodermeier, WillForte MayaRudolph AlessiaCara TerryCrews MartinShort JaneKrakowski SeánCullen RickyGervais BrianDrummond BrianDrummond BrianDrummond KrisPearn
3664, Comedy Drama ZDF Bufo Sputnik illegal immigration working immigrants syrian refugee european refugee crisis war refugees restaurant management,2017,7.2,14638, AkiKaurismäki, AkiKaurismäki, SherwanHaji SakariKuosmanen KaijaPakarinen TuomariNurmio AbdiJama AnttiVirmavirta TimoTorikka SimonAl-Bazoon OlliVarja PiaRiihioja
3665, Comedy Drama Romance Inkjet Productions Amazon Studios Animal Kingdom K5 International Le Pacte husband wife relationship new jersey poetry routine eavesdropping beer notebook bus driver hobby twins dog drink veteran aspiration ex-boyfriend ex-girlfriend relationship cupcake female artist baking meditative calm philosophical repetition bulldog aspiring artist poem writing fame-seeking loving mundanity,2016,7.3,93932, JimJarmusch WilliamCarlosWilliams RonPadgett, JimJarmusch, AdamDriver GolshiftehFarahani Nellie RizwanManji DominicLiriano JadenMichael BarryShabakaHenley TrevParham TroyT.Parham BrianMcCarthy
3666, Comedy Drama Ce qui me meut sibling relationship vineyard dysfunctional family family relationships burgundy,2017,6.8,6040, CédricKlapisch SantiagoAmigorena Jean-MarcRoulot, CédricKlapisch, PioMarmaï AnaGirardot FrançoisCivil Jean-MarcRoulot MaríaValverde YaméeCouture Jean-MarieWinling FlorencePernel ÉricCaravaca TewfikJallab
3667, Action Adventure Animation Fuji Television Network Funimation Global Group Toei Animation Toei Company gold gambling pirate based on manga shounen anime adventure,2016,7.1,8538, EiichirôOda ClintBickham TsutomuKuroiwa, HiroakiMiyamoto, MayumiTanaka KazuyaNakai AkemiOkamura KappeiYamaguchi HiroakiHirata IkueÔtani YurikoYamaguchi KazukiYao KazuhiroYamaji TakahiroSakurai
3668," Comedy Crime Drama Gaumont Stadenn Productions Manchester Films France 2 Cinéma Canal+ Ciné+ France Télévisions Entourage Pictures mask banker paris, france world war i painter post world war i orphan graveyard sculptor swindle no man's land gay theme",2017,7.4,12011, AlbertDupontel PierreLemaitre, AlbertDupontel, NahuelPérezBiscayart AlbertDupontel LaurentLafitte NielsArestrup ÉmilieDequenne MélanieThierry HéloïseBalster PhilippeUchan AndréMarcon MichelVuillermoz
3669, Comedy Drama Ciné-@ 22h22,2017,6.2,409, SebastiánBorensztein HéctorCabelloReyes, HéctorCabelloReyes, BenoîtPoelvoorde Pitobash AlexandraLamy AnneGirouard Jean-PhilippeLejeune SébastienWaroquier RenaudRutten OlivierBony FrançoisManiquet RahulMohinder
3670, Animation Drama Fantasy CoMix Wave Films TOHO KADOKAWA East Japan Marketing & Communications AMUSE voque ting Lawson Entertainment 4Kids Entertainment high school race against time dreams afterlife natural disaster supernatural time travel comet romance tragedy school body-swap high school student nonlinear timeline naked star crossed lovers power of love anime japanese high school loving romantic,2016,8.4,375930, MakotoShinkai, MakotoShinkai, RyûnosukeKamiki MoneKamishiraishi RyoNarita AoiYûki NobunagaShimazaki KaitoIshikawa KanonTani MasakiTerasoma SayakaÔhara KazuhikoInoue
3671, Comedy Drama,2013,6.5,110, LeeJi-hyun, ParkChang-Jin, JangSeong-won HanSo-young OhIn-hye MadhavTrivedi KimSun-young
3672, Comedy Drama Romance Les Films du Paria world war ii 1940s brother sister relationship military enlistment,2016,6.4,153, AndréForcier LindaPinet, AndréForcier, ÉmileSchneider JulietteGosselin CélineBonnier MylèneMackay LucaAsselin RéalBossé TonyNardi AntoineBertrand RoyDupuis PatrickDrolet
3673, Comedy Romance El Housh Productions,2016,6.2,1973, MahmoudSabbagh, MahmoudSabbagh, HishamFageeh FatimaAl-Banawi FatimaAl-Banawi SamiHifny KhairiaNazmi AbdulmajeedAl-Ruhaidi TurkiShaikh TurkiShaikh MarianBilal DanaAbed TaherAhmed ReemAlHabib
3674," Comedy Crime Drama Killer Films Ramona Films Gigi Films florida waitress narration stripper based on true story pole dancer boyfriend twitter road movie woman director sex worker tampa, florida euphoric",2020,6.4,19628, JaniczaBravo JeremyO.Harris A'ZiahKing DavidKushner AndrewNeel MikeRoberts, JaniczaBravo, TaylourPaige RileyKeough NicholasBraun Ari'elStachel NelcieSouffrant NasirRahim AmeliaRoseMonteagudo ColmanDomingo JasonMitchell TSMadison
3675, Comedy Drama Christal Films parent child relationship winter country life black humor marijuana rural area chainsaw dying father ski doo gay theme,2016,7.0,559, LouisBélanger AlexisMartin, LouisBélanger, AlexisMartin GillesRenaud EmmanuelleLussierMartinez MimiCôté GaryBoudreault FrançoisPapineau StephaneJacques SylvioArchambault BénédicteDécary PatrickHivon
3676, Comedy Drama Mustard & Co Remstar Studios Indieproduction Lucky Monkey Pictures Baby Cow Productions lifestyle family grandson lgbt bickering extravagant gay theme,2018,6.4,12095, AndrewFleming, AndrewFleming, SteveCoogan PaulRudd JesseLuken EvanBittencourt JackGore JackGore JakeMcDorman EricWomack SarahMinnich MoniqueCandelaria StaffordDouglas
3677," Comedy Drama Romance Amazon Studios FilmNation Entertainment Apatow Productions Story Ink chicago, illinois new york city immigrant muslim roommates sadness sarcasm comedian based on true story one-man show pakistan family relationships film in film matchmaking cultural difference hospital falling in love family illness group of friends intercultural relationship aftercreditsstinger college student uber traditional family comedy club stand-up comedian grad school",2017,7.5,148728, EmilyV.Gordon KumailNanjiani, MichaelShowalter, KumailNanjiani ZoeKazan HollyHunter RayRomano AnupamKher ZenobiaShroff AdeelAkhtar BoBurnham AidyBryant KurtBraunohler
3678, Action Adventure Comedy Maximum Effort Genre Films 20th Century Fox hero superhero mutant mercenary based on comic sequel breaking the fourth wall aftercreditsstinger duringcreditsstinger joyful,2018,7.6,730512, RhettReese PaulWernick RyanReynolds RobLiefeld FabianNicieza, DavidLeitch, RyanReynolds RyanReynolds RyanReynolds JoshBrolin MorenaBaccarin JulianDennison ZazieBeetz T.J.Miller LeslieUggams KaranSoni BriannaHildebrand JackKesy
3679," Comedy Crime Drama Annapurna Pictures Annapurna Pictures Gloria Sanchez Productions STX Entertainment Nuyorican Productions new york city hustler wall street stripper based on true story strip club biting exotic dancer stock market crash economic crisis reflective based on magazine, newspaper or article 2000s antagonistic",2019,6.3,111806, LoreneScafaria JessicaPressler, LoreneScafaria, ConstanceWu JenniferLopez JuliaStiles MercedesRuehl MetteNarrative WaiChingHo EmmaBatiz VanessaAspillaga JayOakerson TraceLysette
3680, Comedy History Pródigo Filmes,2016,6.6,658, CaitoOrtiz LusaSilvestre, CaitoOrtiz, PauloTiefenthaler TaísAraújo DaniloGrangheia MilhemCortaz FabioMarcoff PedroWagner AlvaroDiniz ThelmoFernandes OttoJr. StepanNercessian
3681, Comedy Drama Likely Story marriage in vitro fertilisation infertility fertility test trying to get pregnant woman director fertility,2018,7.2,23419, TamaraJenkins, TamaraJenkins, KathrynHahn PaulGiamatti GabrielleReid AmyRuss CarolineMartin NickSullivan HettiennePark DenisO'Hare MollyShannon JohnCarrollLynch
3682, Action Adventure Animation A-1 Pictures Aniplex ASCII Media Works Bandai Namco Entertainment GENCO EGG FIRM virtual reality sword sword fight survival anime mmorpg vrmmo,2017,7.3,9811, RekiKawahara TomohikoItô, TomohikoItô, YoshitsuguMatsuoka YoshitsuguMatsuoka HarukaTomatsu KanaeItô AyanaTaketatsu AyanaTaketatsu RinaHidaka RinaHidaka AyahiTakagaki AyahiTakagaki MiyukiSawashiro MiyukiSawashiro HiroakiHirata HirokiYasumoto ShioriIzawa
3683, Comedy Family Fantasy Wild Bunch based on novel or book devil,2018,6.3,1839, RochusHahn MarcoPetry HortenseUllrich, MarcoPetry, EmmaBading JaninaFautz LudwigSimon SamuelFinzi EmilioSakraya OliverKorittke AlwaraHöfels MatildaMärz AminaMerai TheoTrebs
3684, Biography Comedy Drama Gesellschaft für feine Filme UFA Fiction Warner Bros. Film Productions Germany,2018,7.3,5423, RuthToma HapeKerkeling CarolineLink, CarolineLink, JuliusWeckauf LuiseHeyer SönkeMöhring HediKriegeskotte JoachimKról UrsulaWerner RudolfKowalski MarenKroymann DianaAmft ElenaUhlig
3685," Animation Drama Little Dream Entertainment ORF Film- und Medienstiftung NRW Filmförderung Hamburg Schleswig-Holstein Deutscher Filmförderfonds OFI Filmstandort Austria (FISA) Filmfonds Wien HessenFilm und Medien Pixeltruck ZDF Coop 99 Filmproduktion teheran (tehran), iran taboo",2017,7.1,5288, AliSoozandeh GritKienzlen, AliSoozandeh, JasminaAli HasanAliMete ZarAmirEbrahimi MilinkoAmetovicBeganovic AlirezaBayram SiirEloglu AdemKaraduman MortezaLatif AidaLoos PayamMadjlessi PayamMadjlessi PayamMadjlessi
3686, Adventure Animation Comedy StudioCanal Aardman Anton Capital Entertainment (ACE) sheep sequel stop motion aftercreditsstinger claymation sheep farm plasticine,2019,6.8,17021, MarkBurton JonBrown RichardStarzak NickPark, WillBecher RichardPhelan, JustinFletcher JustinFletcher JohnSparkes JohnSparkes AmaliaVitale AmaliaVitale AmaliaVitale KateHarbour KateHarbour DavidHolt DavidHolt AndyNyman RichardWebber RichardWebber EmmaTate EmmaTate SimonGreenall ChrisMorrell ChrisMorrell
3687, Adventure Comedy Drama Revolution Films friendship spain restaurant europe cafeteria food critic sight,2017,6.6,6672, Inconnu, MichaelWinterbottom, SteveCoogan RobBrydon RebeccaJohnson ClaireKeelan MartaBarrio MargoStilley KyleSoller JustinEdwards KerryShale TomClegg
3688, Comedy Drama Thriller Netop Films Madants One Two Films Profile Pictures tree satire chainsaw ikea,2017,6.8,5799, HuldarBreiðfjörð HafsteinnGunnarSigurðsson, HafsteinnGunnarSigurðsson, SteinþórHróarSteinþórsson EddaBjörgvinsdóttir SigurðurSigurjónsson ÞorsteinnBachmann SelmaBjörnsdóttir LáraJóhannaJónsdóttir DóraJóhannsdóttir SigrídurSigurpálsdóttirScheving HelgaKristínHelgadóttir HjörturJóhannJónsson
3689, Action Adventure Comedy Marvel Studios Kevin Feige Productions Maximum Effort 21 Laps Entertainment hero superhero anti hero mutant breaking the fourth wall aftercreditsstinger duringcreditsstinger marvel cinematic universe (mcu) mutants superhero teamup,2024,7.5,539309, RyanReynolds RhettReese PaulWernick ZebWells ShawnLevy RobLiefeld FabianNicieza LenWein JohnRomitaSr. HerbTrimpe RoyThomas JoeSimon JackKirby FrankMiller, ShawnLevy, RyanReynolds RyanReynolds RyanReynolds HughJackman HughJackman EmmaCorrin MatthewMacfadyen DafneKeen DafneKeen JonFavreau MorenaBaccarin RobDelaney LeslieUggams JenniferGarner
3690," Biography Comedy Drama Plan B Entertainment Gary Sanchez Productions Annapurna Pictures washington dc, usa the white house politics war on terror biography iraq war 9/11 vice president usa politics",2018,7.2,172288, AdamMcKay, AdamMcKay, ChristianBale AmyAdams SteveCarell SamRockwell AlisonPill EddieMarsan JustinKirk LisaGayHamilton JessePlemons BillCamp
3691, Adventure Animation Family Prima Linéa Productions Indigo Film France 3 Cinéma Pathé Contemporary Films,2019,7.1,2052, ThomasBidegain DinoBuzzati Jean-LucFromental LorenzoMattotti, LorenzoMattotti, AntonioAlbanese LeïlaBekhti ToniServillo ThomasBidegain Jean-ClaudeCarrière ArthurDupont AlbertoBoubakarMalanchino AndreaCamilleri CorradoGuzzanti ThierryHancisse
3692," Biography Comedy Drama Anonymous Content Big Indie Pictures Iconoclast Lionsgate Amazon Studios portland, oregon biography based on true story car accident drawing based on memoir or autobiography alcoholic paralyzed",2018,6.8,32695, JohnCallahan GusVanSant JackGibson WilliamAndrewEatman, GusVanSant, JoaquinPhoenix JonahHill RooneyMara JackBlack TonyGreenhand BethDitto MarkWebber RonnieAdrian KimGordon UdoKier
3693, Action Adventure Comedy DC Films Atlas Entertainment The Safran Company Warner Bros. Pictures monster secret mission superhero anti hero giant monster gore based on comic alien betrayal alien invasion convict parasite super villain world domination aftercreditsstinger aggressive dc extended universe (dceu) absurd hilarious intense excited,2021,7.2,449390, JamesGunn, JamesGunn, MargotRobbie IdrisElba JohnCena JoelKinnaman MichaelRooker ViolaDavis JohnOstrander NathanFillion JaiCourtney FlulaBorg
3694, Adventure Animation Comedy Laika Entertainment Annapurna Pictures himalaya mountain range bigfoot yeti stop motion cryptozoology loch ness monster shangri la 19th century sasquatch amused assertive,2019,6.7,30374, ChrisButler, ChrisButler, HughJackman DavidWalliams StephenFry MattLucas ZachGalifianakis TimothyOlyphant ZoeSaldaña AmritaAcharia ChingValdes-Aran EmmaThompson
3695, Comedy Horror Thriller Bron Studios Star Thrower Entertainment Creative Wealth Media Finance The Realm Films,2019,6.2,23376, DanBerk RobertOlsen, DanBerk RobertOlsen, BillSkarsgård MaikaMonroe BlakeBaumgartner JeffreyDonovan KyraSedgwick NoahRobbins NikolasKontomanolis DannyJohnson
3696, Comedy Drama Maverick Entertainment Group,2018,6.4,82, LaronM.Chapman, LaronM.Chapman, JosephLeeAnderson JamesAustinKerr GabrielleReyes StephenGoodman CindyHanska JackBuxton MichaelGibbons VanessaHarris TaylorMurphy AlbertPham
3697, Comedy Drama Musical Annapurna Pictures Mike Zoss Productions prostitute native american parody anthology bank robbery stagecoach cowboy wagon train singing cowboy american west the old west,2018,7.2,180468, JoelCoen EthanCoen JackLondon StewartEdwardWhite, EthanCoen JoelCoen, TimBlakeNelson WillieWatson ClancyBrown DannyMcCarthy DavidKrumholtz ThomasWingate TimDeZarn E.E.Bell AlejandroPatiño TomProctor
3698, Comedy Horror Musical Parkhouse Pictures Blazing Griffin Creative Scotland Black Camel Pictures high school dancing scotland holiday musical talent show apocalypse zombie singing headmaster christmas horror zombie apocalypse young adult christmas based on short film teen horror evil teacher,2017,6.1,16955, AlanMcDonald TommyReilly RyanMcHenry, JohnMcPhail, EllaHunt MalcolmCumming SarahSwire ChristopherLeveaux MarliSiu BenWiggins MarkBenton PaulKaye SeanConnor JohnWinchester
3699, Animation Comedy Drama Cinco Dedos Peliculas Locomotive Productions THE MARRIAGE PROJECT ANTEVITA FILMS adult animation semi autobiographical,2022,7.0,647, SigneBaumane, SigneBaumane, DagmaraDominczyk MichelePawk MatthewModine CameronMonaghan StephenLang EricaSchroeder EmmaKenney AnnaO'Donoghue TanyaFranks ClydeBaldo
3700," Comedy Drama FilmNation Entertainment Film4 Productions Wishmore london, england based on novel or book affectation orphan 19th century zealous candid dover satirical inspirational sentimental whimsical admiring adoring amused assertive awestruck empathetic euphoric hopeful sympathetic vibrant",2019,6.4,23661, ArmandoIannucci SimonBlackwell CharlesDickens, ArmandoIannucci, DevPatel HughLaurie TildaSwinton PeterCapaldi FisayoAkinade NikkiAmuka-Bird AlbieAtkinson AneurinBarnard TuwaineBarrett NigelBetts
3701, Comedy Drama EJF Production Blue Hills Pictures Petros Antoniadis Films Gemini Production Services Bajo Films Albanian National Center of Cinematography (QKK) cinema on cinema,2021,6.4,32, JonidJorgji, JonidJorgji, VasjanLami KastriotÇaushi AlissaHuzar NataliaDeMaria AlessandraBonarota DarioDiDiana LuliHoxha MarianaKondi ErionHodo AlbanaKoçajSançolli
3702," Biography Comedy Crime Darius Films Lumanity Productions JoBro Productions Blumhouse Productions Productivity Media stockholm syndrome hostage 1970s based on true story based on magazine, newspaper or article",2018,6.1,15585, RobertBudreau DanielLang JamesLuscombe GraysonMoore, RobertBudreau, EthanHawke NoomiRapace MarkStrong ChristopherHeyerdahl BeaSantos MarkRendall IanMatthews JohnRalston ShantiRoney ChristopherWagelin
3703, Comedy Drama Bac Films Sombrero Films Atelier de Production France 3 Cinéma literature class teacher school paris suburb,2017,6.7,1608, OlivierAyache-Vidal, OlivierAyache-Vidal, DenisPodalydès AbdoulayeDiallo PaulineHuruguen AlexisMoncorgé TabonoTandia EmmanuelBarrouyer LéaDrucker ZinebTriki FrançoisPetit-Perrin MarieRémond
3704, Comedy Drama Likely Story woman director,2018,6.2,9429, TedThompson NicoleHolofcener, NicoleHolofcener, BenMendelsohn NatalieGold ThomasMann SchecterLee EdieFalco MaryCatherineGarrison ElizabethMarvel VictorSlezak AnnabellaRosa JoeAllanoff
3705, Adventure Animation Comedy Universal Pictures Illumination duck villain migration flight anthropomorphism family animals chef overprotective father illumination bird,2023,6.6,43920, MikeWhite BenjaminRenner KenDaurio GregKalleres, BenjaminRenner, KumailNanjiani TresiGazal ElizabethBanks CasparJennings IsabelaMerced DannyDeVito CarolKane Awkwafina Keegan-MichaelKey DavidMitchell
3706, Comedy Moana Films Curiosa Films,2017,6.1,4374, LorraineLévy JulesRomains, LorraineLévy, OmarSy AlexLutz AnaGirardot SabineAzéma PascalElbé AudreyDana MichelVuillermoz ChristianHecq HélèneVincent AndréaFerréol
3707, Comedy double life blackmail family relationships,2018,6.2,2009, GlenLakin, MirandaBailey, JimGaffigan LoganMiller AnnaGunn SamanthaMathis AlexKarpovsky DanielRashid IsabellePhillips EmersonTateAlexander GageBanister DanielleCampbell
3708, Comedy Drama Music,2022,7.6,44, RyanKeller JamesGordonRoss, DerekDiorio, TedDykstra KellyMartin JoyceCyr AshCatherwood PatrickMcNeil BridgetGraham WesWilliams MichelleJackett CarrieSchiffler LewisHodgson
